0.837758,1.0,0,0,left,23.5144416569,132
0.837758,1.0,0,0,right,17.3742919281,146
0.837758,1.0,0,0,up,47.2068695287,120
0.837758,1.0,0,0,down,28.2702354426,100
0.837758,1.0,0,0,fire,38.7258393827,104
0.837758,1.0,0,1,left,26.4937895822,151
0.837758,1.0,0,1,right,18.7603729508,56
0.837758,1.0,0,1,up,12.2342361941,33
0.837758,1.0,0,1,down,19.9293928571,30
0.837758,1.0,0,1,fire,38.4236885908,35
0.837758,1.0,0,2,left,26.9491796935,51
0.837758,1.0,0,2,right,9.92545363732,19
0.837758,1.0,0,2,up,4.75225920483,16
0.837758,1.0,0,2,down,38.2643040936,20
0.837758,1.0,0,2,fire,62.6761559031,65
0.837758,1.0,0,3,left,9.4910941234,4
0.837758,1.0,0,3,right,12.0688112435,5
0.837758,1.0,0,3,up,10.1019668012,7
0.837758,1.0,0,3,down,0.0,2
0.837758,1.0,0,3,fire,87.8009873708,34
0.837758,1.0,1,0,left,0.0,0
0.837758,1.0,1,0,right,0.0,0
0.837758,1.0,1,0,up,0.0,0
0.837758,1.0,1,0,down,0.0,0
0.837758,1.0,1,0,fire,0.0,0
0.837758,1.0,1,1,left,0.0,0
0.837758,1.0,1,1,right,0.0,0
0.837758,1.0,1,1,up,0.0,0
0.837758,1.0,1,1,down,0.0,0
0.837758,1.0,1,1,fire,0.0,0
0.837758,1.0,1,2,left,0.0,0
0.837758,1.0,1,2,right,0.0,0
0.837758,1.0,1,2,up,0.0,0
0.837758,1.0,1,2,down,0.0,0
0.837758,1.0,1,2,fire,0.0,0
0.837758,1.0,1,3,left,0.0,0
0.837758,1.0,1,3,right,0.0,0
0.837758,1.0,1,3,up,0.0,0
0.837758,1.0,1,3,down,0.0,0
0.837758,1.0,1,3,fire,0.0,0
0.837758,2.1416,0,0,left,25.5256788884,80
0.837758,2.1416,0,0,right,17.0650978985,75
0.837758,2.1416,0,0,up,17.6220546844,79
0.837758,2.1416,0,0,down,20.6964352859,81
0.837758,2.1416,0,0,fire,77.8505846644,77
0.837758,2.1416,0,1,left,2.63470117893,56
0.837758,2.1416,0,1,right,11.202705786,15
0.837758,2.1416,0,1,up,9.09229171975,7
0.837758,2.1416,0,1,down,21.6956558586,22
0.837758,2.1416,0,1,fire,7.95403660551,11
0.837758,2.1416,0,2,left,5.8350704131,29
0.837758,2.1416,0,2,right,0.60360228864,15
0.837758,2.1416,0,2,up,8.67804132811,20
0.837758,2.1416,0,2,down,17.1652648046,8
0.837758,2.1416,0,2,fire,2.74644236874,13
0.837758,2.1416,0,3,left,5.06679263232,2
0.837758,2.1416,0,3,right,1.51637663416,3
0.837758,2.1416,0,3,up,0.0,0
0.837758,2.1416,0,3,down,11.3868484507,4
0.837758,2.1416,0,3,fire,14.4277915797,9
0.837758,2.1416,1,0,left,0.0,0
0.837758,2.1416,1,0,right,0.0,0
0.837758,2.1416,1,0,up,0.0,0
0.837758,2.1416,1,0,down,0.0,0
0.837758,2.1416,1,0,fire,0.0,0
0.837758,2.1416,1,1,left,0.0,0
0.837758,2.1416,1,1,right,0.0,0
0.837758,2.1416,1,1,up,0.0,0
0.837758,2.1416,1,1,down,0.0,0
0.837758,2.1416,1,1,fire,0.0,0
0.837758,2.1416,1,2,left,0.0,0
0.837758,2.1416,1,2,right,0.0,0
0.837758,2.1416,1,2,up,0.0,0
0.837758,2.1416,1,2,down,0.0,0
0.837758,2.1416,1,2,fire,0.0,0
0.837758,2.1416,1,3,left,0.0,0
0.837758,2.1416,1,3,right,0.0,0
0.837758,2.1416,1,3,up,0.0,0
0.837758,2.1416,1,3,down,0.0,0
0.837758,2.1416,1,3,fire,0.0,0
2.3,1.0,0,0,left,28.0220550084,101
2.3,1.0,0,0,right,2.434346586,79
2.3,1.0,0,0,up,14.5172272372,80
2.3,1.0,0,0,down,7.36316504695,70
2.3,1.0,0,0,fire,9.77823451262,115
2.3,1.0,0,1,left,21.9028501739,22
2.3,1.0,0,1,right,16.9626548688,24
2.3,1.0,0,1,up,19.7034094366,20
2.3,1.0,0,1,down,12.8993023033,10
2.3,1.0,0,1,fire,20.4688332259,72
2.3,1.0,0,2,left,36.9836830792,12
2.3,1.0,0,2,right,1.45096704,11
2.3,1.0,0,2,up,1.524792243,12
2.3,1.0,0,2,down,4.28325470208,10
2.3,1.0,0,2,fire,5.29898648375,9
2.3,1.0,0,3,left,0.512,1
2.3,1.0,0,3,right,13.3771153244,6
2.3,1.0,0,3,up,2.84782928855,4
2.3,1.0,0,3,down,11.8658557411,7
2.3,1.0,0,3,fire,59.073554432,5
2.3,1.0,1,0,left,0.0,0
2.3,1.0,1,0,right,0.0,0
2.3,1.0,1,0,up,0.0,0
2.3,1.0,1,0,down,0.0,0
2.3,1.0,1,0,fire,0.0,0
2.3,1.0,1,1,left,0.0,0
2.3,1.0,1,1,right,0.0,0
2.3,1.0,1,1,up,0.0,0
2.3,1.0,1,1,down,0.0,0
2.3,1.0,1,1,fire,0.0,0
2.3,1.0,1,2,left,0.0,0
2.3,1.0,1,2,right,0.0,0
2.3,1.0,1,2,up,0.0,0
2.3,1.0,1,2,down,0.0,0
2.3,1.0,1,2,fire,0.0,0
2.3,1.0,1,3,left,0.0,0
2.3,1.0,1,3,right,0.0,0
2.3,1.0,1,3,up,0.0,0
2.3,1.0,1,3,down,0.0,0
2.3,1.0,1,3,fire,0.0,0
2.3,2.1416,0,0,left,35.395759281,64
2.3,2.1416,0,0,right,18.2949737246,65
2.3,2.1416,0,0,up,9.48595208784,89
2.3,2.1416,0,0,down,11.5806725701,76
2.3,2.1416,0,0,fire,12.2020824113,81
2.3,2.1416,0,1,left,12.0782985176,23
2.3,2.1416,0,1,right,18.3435981114,13
2.3,2.1416,0,1,up,18.4252303831,14
2.3,2.1416,0,1,down,8.92620851503,7
2.3,2.1416,0,1,fire,48.8,8
2.3,2.1416,0,2,left,2.50727104512,15
2.3,2.1416,0,2,right,0.0,5
2.3,2.1416,0,2,up,0.2321547264,6
2.3,2.1416,0,2,down,4.87757080166,11
2.3,2.1416,0,2,fire,0.0,7
2.3,2.1416,0,3,left,3.072,1
2.3,2.1416,0,3,right,0.0,4
2.3,2.1416,0,3,up,0.0,0
2.3,2.1416,0,3,down,15.3965940572,6
2.3,2.1416,0,3,fire,0.0,0
2.3,2.1416,1,0,left,0.0,0
2.3,2.1416,1,0,right,0.0,0
2.3,2.1416,1,0,up,0.0,0
2.3,2.1416,1,0,down,0.0,0
2.3,2.1416,1,0,fire,0.0,0
2.3,2.1416,1,1,left,0.0,0
2.3,2.1416,1,1,right,0.0,0
2.3,2.1416,1,1,up,0.0,0
2.3,2.1416,1,1,down,0.0,0
2.3,2.1416,1,1,fire,0.0,0
2.3,2.1416,1,2,left,0.0,0
2.3,2.1416,1,2,right,0.0,0
2.3,2.1416,1,2,up,0.0,0
2.3,2.1416,1,2,down,0.0,0
2.3,2.1416,1,2,fire,0.0,0
2.3,2.1416,1,3,left,0.0,0
2.3,2.1416,1,3,right,0.0,0
2.3,2.1416,1,3,up,0.0,0
2.3,2.1416,1,3,down,0.0,0
2.3,2.1416,1,3,fire,0.0,0
